"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"1229","Census Tract 207302","939","Census Tract 128910","1/6/2019 - 31/8/2019, Every day, Daily Average",1717,1222,2410
"1229","Census Tract 207302","958","Census Tract 132700","1/6/2019 - 31/8/2019, Every day, Daily Average",2321,1721,3129
"1229","Census Tract 207302","959","Census Tract 132900","1/6/2019 - 31/8/2019, Every day, Daily Average",2191,1568,3060
"1229","Census Tract 207302","984","Census Tract 134905","1/6/2019 - 31/8/2019, Every day, Daily Average",2421,1684,3479
"1229","Census Tract 207302","987","Census Tract 135113","1/6/2019 - 31/8/2019, Every day, Daily Average",2468,1787,3407
"1229","Census Tract 207302","988","Census Tract 135114","1/6/2019 - 31/8/2019, Every day, Daily Average",2638,1898,3664
"1229","Census Tract 207302","991","Census Tract 137103","1/6/2019 - 31/8/2019, Every day, Daily Average",2440,1572,3785
"1229","Census Tract 207302","992","Census Tract 137104","1/6/2019 - 31/8/2019, Every day, Daily Average",2345,1664,3303
"1229","Census Tract 207302","993","Census Tract 137201","1/6/2019 - 31/8/2019, Every day, Daily Average",2467,1736,3503
"1229","Census Tract 207302","996","Census Tract 137401","1/6/2019 - 31/8/2019, Every day, Daily Average",2736,1840,4066
"1229","Census Tract 207302","1002","Census Tract 139001","1/6/2019 - 31/8/2019, Every day, Daily Average",2034,1411,2931
"1229","Census Tract 207302","1003","Census Tract 139200","1/6/2019 - 31/8/2019, Every day, Daily Average",2095,1440,3045
